,username,tweet
42,RasimOzan_K,"Dün Messi kazandı…
Bugün Ronaldo kazanacak…
En başta ihtimal vermiyordum ama galiba Ertem Şener’in dediği gibi Dünya Kupası Finali bir Messi&amp;Ronaldo müsabakası olacak. Biz de Cüneyt Özdemir kanalında Deniz Uras’ın moderatörlüğünde tartıştık; Hangisi daha büyük? Messi or Ronaldo https://t.co/2BdR6iJxSD"
43,RasimOzan_K,https://t.co/qfKAud6HCL
44,RasimOzan_K,Weghorst hak etmişti bu maçı…
45,RasimOzan_K,Adamın kralıdır https://t.co/ffB5l2uk8p
46,RasimOzan_K,"Beşiktaşlı Weghorst tarih yazıyor…   Beşiktaşlı Weghorst, Messi efsanesini kestane yapmak üzere…

Beşiktaşlı kardeşlerim Wehorst ile gurur duymalı…"
47,RasimOzan_K,Messi zorda
48,RasimOzan_K,"Beşiktaşlı Weghorst, Messi’yi mağlup etmek üzere…"
49,RasimOzan_K,"Ronaldo mu Messi mi?
1 de Ronaldo 2 de Ronaldo 3 de Ronaldo… Neden mi? 20.30’da izleyin… https://t.co/sqx4uhJJap"
50,RasimOzan_K,Hahaha… https://t.co/AL4vBJz2Yk
51,RasimOzan_K,Kuntz düşmanı Ertemmmmm https://t.co/fqrcYlrTYQ
52,RasimOzan_K,Aynen Karşıyakalı kardeşim https://t.co/wXGbSTz1Rm
53,RasimOzan_K,"Almanlar ikinci tura bile kalamadı, vay vay vay…"
54,RasimOzan_K,Almanlar kaybedince şimdi biz de kaybetmiş mi sayıldık?
55,RasimOzan_K,Almanya tasfiye oldu
56,RasimOzan_K,Önce adaletsporluyuz sonra galatasaray sonra göztepe… https://t.co/ATvDMu98sT
57,RasimOzan_K,Sürtünmeci sezgin abimmm https://t.co/ue229MCa1k
58,RasimOzan_K,"Messi’nin yaptıkları Ortadoğu ve Latin Amerika coğrafyasında çok tutan “fake” namus numaraları. Bizim gibi Ortadoğulular ve Latin Amerikalılar bu “diğergamlık” tezgahlarını afiyetle yer. Ronaldo tam dürüst ve açık zihne sahip. Kafasına değdiğini biliyor ve “Gol benim” diyor, net."
59,RasimOzan_K,"Messi büyük futbolcu ama Latin Amerika, Ortadoğu ve Kuzey Afrika coğrafyasında sık rastlanan “fake” hareketi çok. Tribünlere aşırı oynuyor, numarası bol. Ronaldo daha dürüst, daha açık, daha saydam ve daha kanlı canlı insan bir karakter. Daha hakiki olan, daha sahici olan Ronaldo"
60,RasimOzan_K,https://t.co/knAwGUFwRW https://t.co/7FSoCXdt9a
61,RasimOzan_K,"Messi büyük futbolcu ama Latin Amerika, Ortadoğu ve Kuzey Afrika coğrafyasında çok rastlanan “fake” hareketi çok… Tribünlere aşırı oynuyor, numarası bol… Ronaldo daha dürüst, daha açık, daha saydam ve daha kanlı canlı insan karakter Ertemim… Daha hakiki, daha sahici Ronaldo… https://t.co/Wkd1Kaj9iI"
62,RasimOzan_K,"Messi’nin yaptıkları Ortadoğu ve Latin Amerika coğrafyasında çok tutan “fake” namus numaraları Ertemim… Ortadoğulular ve Latin Amerikalılar bu “diğergamlık” tezgahlarını afiyetle yer. Ronaldo tam dürüst ve açık kafaya sahip… Kafasına değdiğini biliyor ve “Gol benim” diyor, net. https://t.co/KKB8xQQsZ2"
63,RasimOzan_K,Ronaldo düşmanı ertemmmm https://t.co/OUtrKUD5ym
64,RasimOzan_K,"Ben Ronaldocuyum… Ertem ile yaptığımız videoyu izleyin… Elbette Messi de çok büyük star ama çok sayıda kriterle, ilmi açıdan iki yıldız mukayese edildiğinde Ronaldo, Messi’nin bir adım önünde bir futbolcudur… Ronaldo düşmanı Ertemmmmm… Portekiz halkından derhal özür dile… https://t.co/WPjylBwznK"
65,RasimOzan_K,Messici Ertemmmmmm… Ronaldo düşmanı Ertemmmmm https://t.co/raKzYXavGK
66,RasimOzan_K,Jesus ile yollar ayrılacak gibi… https://t.co/A8EEoTlb5L
67,RasimOzan_K,Bu Fenerbahçe bu Jesus’u kovarsa şaşırmam hahaha… hem Ertem Şener ile hem Sezgin Gelmez ile yaptığım videoyu izleyin… https://t.co/ZTapS02z2I
68,RasimOzan_K,Hahahaha koptummmm https://t.co/EloypjFSK6
69,RasimOzan_K,Vay ertem vayyyy https://t.co/WPjylBeq9C
70,RasimOzan_K,"2022 Dünya Kupası’nın şampiyonu kim olacak? Bu videoda Ertem Şener ile bilimsel olarak anlattıkkk..

https://t.co/9iYRdFWu1Q"
71,RasimOzan_K,Ertem Şener ile kelimenin tam anlamıyla manyak bir yayın yaptık… https://t.co/e8FTN0OBp6
72,RasimOzan_K,"Haklısın…
Halit Kıvanç ve Hıncal Uluç sezonu da denebilir… Çok haklısın… https://t.co/nTaRBhecrX"
73,RasimOzan_K,"Fenerbahçe Başkanı Ali Koç’un önderliğindeki FB Camiası’nın da 2023-24 sezonuna “Hıncal Uluç Sezonu” isminin verilmesine karşı çıkacağına asla inanmıyorum. Bilakis destek olacaklardır. Başta Ali Koç olmak üzere tüm Fenerbahçeliler, centilmen ve asil bir duruş sergileyeceklerdir.. https://t.co/WpgEpKLC8u"
74,RasimOzan_K,"Hıncal Uluç’un vefatıyla bir dönem kapandı… Uluç, spor basınının ve genel olarak Türk medya tarihinin sembol bir karakteridir. TV’de futbol yorumculuğu ile özdeş bir isimdir. Naçizane bir önerim var: Önümüzdeki sezon, 2023-24 TFF Süper Lig sezonu “Hıncal Uluç Sezonu” olmalıdır…"
75,RasimOzan_K,Sinan Abi çok yapıyor https://t.co/kibOi3M08o
76,RasimOzan_K,"Ndayishimiye…
1 tane penaltıya sebebiyet verdi…
1 tane de kendi kalesine gol attı…
Ben boşuna Endayişimi Ye sevmiyorum… https://t.co/HOUBYkalol"
77,RasimOzan_K,"Sinan Engin Baba’ya hürmetimiz sebebiyle Başakşehir Futbol Kulübü’ne 8-9-10 atmıyoruz, Başakşehir’i buradan 7-0 ile uğurluyoruz… 2023’ün şampiyonu Galatasaray’dır. Bugün bunu Ali Koç da anlamıştır diye inanıyoruz… Emre Belözoğlu’na bundan sonraki hayatında başarılar diliyoruz.."
78,RasimOzan_K,Okan Buruk in Emre Belözoğlu out
79,RasimOzan_K,Ben de her ikisi de var… Ulaş bana… Hediye edeyim… https://t.co/qMlIZPB3Ey
80,RasimOzan_K,Müthiş bir kitaptır… Hem “Gidemeyenlerin Ülkesi” hem de “Mürteci yazılar” başlıklı kitapları köşe yazarlığında başyapıttır Gülay Göktürk’ün… Türk medya tarihinin gördüğü en özgürlükçü kalemlerden biri hatta başlıcası Gülay Göktürk’tür… https://t.co/qMlIZPAvP0
81,RasimOzan_K,Hahaha https://t.co/0QHIo8AkcY
82,RasimOzan_K,Hahaha https://t.co/Ym19kdGhZ7
83,RasimOzan_K,"Çok bomba program oldu, izleyin eğlenirsiniz https://t.co/y63G1l9FtI"
84,RasimOzan_K,Çok keyifli ve eğlenceli sohbet oldu https://t.co/pPKgQ0TayN
85,RasimOzan_K,"Ayvansaray İskelesi’ne Rektör yaptırttın adamı yahu… O tv100 yayını TV tarihine geçti.. Uğur Mumcu’nun 35 sene önce bunun babasını rezil rüsva ettiğini ilk kez sen ortaya döktün, 35 sene sonra da oğlunu sen kepaze ettin, Emre Alkin de yeniden hükümete yaltaklanmak zorunda kaldı. https://t.co/lycYSAXy1x"
86,RasimOzan_K,"Ooooo… 2 sene önce muhalefete yaltaklanan Emre Alkin’in şeceresini dökerek muhalif camiadan kovulmasını sağlayan, sonrasında bu Alkin’i yeniden hükümet yalakası olmaya mecbur edip Ayvansaray İskelesi’ne Rektör yaptırtan Akit TV yazarı-yorumcusu, İslamcı aydın Mustafa Albayrak… https://t.co/se7IQJGzWV"
87,RasimOzan_K,"YouTube aleminin medya kralı Cüneyt Özdemir şimdi bana bu tweetim için “Hanımcılıkta Yeni Çığır Açtın” diye mesaj göndermiş. Vallahi Hanımcılık değil Hakikat… Cüneyt’in tutkuyla sevdiği eşi Zeynep İnanoğlu için neler yaptığını, nasıl “koyu hanımcı” olduğunu da burada yazmayayım https://t.co/hkZZILXdx4"
88,RasimOzan_K,"Ben gazeteci değilim.. Sadece bir yazarım ve yorumcuyum hatta şovmenim ama Nagehan bir gazetecidir… Hem de evrensel standartlarda bir gazetecidir… “Herkes Nagehan Alçı’ya konuşur” sloganını defalarca haklı çıkarmış, her siyasi&amp;sosyal kesimden bilgi alabilen nadir bir gazeteci… https://t.co/WyW0zXVYAe"
89,RasimOzan_K,Yepyeni bir moda başlayacak… Futbol sahalarından çıkan yepyeni bir cereyan tüm Türkiye sokaklarını kaplayacak… Bu gece Beyaz TV’den yayılacak bu akım… Birazdan Beyaz TV’yi açın…
90,RasimOzan_K,Hahaha… ne oldu yahu yine? https://t.co/c8XOGz7jP9
91,RasimOzan_K,20.30’da Haber Global’de Buket Aydın’ın konuğuyum…
92,RasimOzan_K,Hahaha… Sonuna kadar yanındayım kardeşim… Loser takımını takma sen kafana… https://t.co/iVqWXtxIeL
93,RasimOzan_K,Hahaha https://t.co/UAG6yoBhc6
94,RasimOzan_K,Hahaha… ilginç bir yorum Cankat kardeşim… https://t.co/4YM4PTUqCy
95,RasimOzan_K,Jesus budur https://t.co/8NF5nv0ioU
96,RasimOzan_K,Fatih Terim’in hayaleti dolaşıyor stüdyoda #beyazfutbol
97,RasimOzan_K,https://t.co/GRf5jcobNL
98,RasimOzan_K,"Babacan, sayısal başarı peşinde koşmamalı, siyasal başarıyı kovalamalı. Zaten ne yapsa senin dediğin gibi yüzde 2’yi geçemez Deva. Babacan, mevcut ezberleri bozmalı, tabuları yıkmalı… Hem Atatürkçülere hem İslamcılara yaranmaya çalışarak siyaset yapılamaz. İşlevsiz bir çaba bu.. https://t.co/tFt3MZn4sQ"
99,RasimOzan_K,"Tüm bunların yanında hapis ve işkence yaşamış olmasına rağmen müthiş güleç, her an enerjik ve genç beyinli, çok iyi bir insandı Ahmet Tulgar… Almanca’nın edebi dünyasına net hakimdi. Popüler kültürü ve Berlin’i tutkuyla severdi. Milliyet’teyken anaakım medyada da büyük stardı… https://t.co/VkK3spt4Au"
100,RasimOzan_K,Hay Allah benim cezamı versin https://t.co/NjTg3thcy2
101,RasimOzan_K,"Çok güzel yorum… Sizin Ali Babacan 6’lı masa içinde eşcinsel-Marksist yazar Ahmet Tulgar’ı anan tek lider… Babacan’ın milliyetçi-muhafazakar-Atatürkçü-İslamcı ittifak çevresinden yani DEVLET cephesinden alacağı tek bir yeni oy yok yok… Daha cesaretli olmalı, putları yıkmalı… https://t.co/ptyAfRR2Mi"
102,RasimOzan_K,"6- Tüm bunların yanında hapis ve işkence yaşamış olmasına rağmen müthiş güleç, her an enerjik ve genç beyinli, çok iyi bir insandı Ahmet Tulgar.. Almanca’nın edebi dünyasına net hakimdi. Popüler kültürü ve Berlin’i tutkuyla severdi. Milliyet’teyken anaakım medyada da bir stardı…"
103,RasimOzan_K,"5-Doğu Avrupa’dan bu ülkeye ithal edilen yeni tarz LGBT düşmanlığı (evet aynen öyle, kaynağı Doğu Avrupa’dır) öyle içselleşmiş ki Ahmet Tulgar’ın vefatından sonra bir tane bile Ahmet’in eşcinsel kimliğini ifade eden tweet atılmamış. Oysa Tulgar edebiyatının temeli buraya dayanır."
104,RasimOzan_K,"4- Ahmet Tulgar, öykü kitabı “Birbirimize”yi yazarken çok konuşurduk.Eşcinsel dünyasını çok dürüstçe anlatan başarılı bir kitaptı. “Birbirimize”ye Feyza Hepçilingirler koyu homofobik bir dille saldırıda bulununca Ahmet çok üzülmüştü. Sol içinde gördüğü LGBT düşmanlığını anlatırdı"
105,RasimOzan_K,"3- Hemen her gün Chocalate’de Taraf-Birgün arası o dönemin meşhur kavgalarını ederdik.. Aynı zamanda Ahmet Salih isimli müstear adlı bir köşede edebiyat ve medya dünyasının dedikodularını yazardı, polemik yapardı Ahmet Tulgar. Taksim’deki gey bar Akademi 14 gibi ortamları yazardı"
106,RasimOzan_K,"2-Ahmet Tulgar’ın portre yazıları da enfestir. En son Billur Kalkavan ve Halit Kıvanç’ı yazmıştı. 2009 senesinde 4 ay her gün beraberdik. CNN Türk’te “Çok Farklı” programını hazırlıyorduk. İstisnasız her gece program çıkışı ben, Ahmet ve Reha üçümüz Nişantaşı Chocolate’a giderdik"
107,RasimOzan_K,"1- Ahmet Tulgar, şu anki Türk medyasında eşi benzeri olmayan bir röportajcıydı. Her Milliyet röportajı olaydı. Aynı zamanda çok iyi bir edebiyatçıydı. Gerçek bir solcuydu, Marksist bir yazardı… Deklare eşcinseldi, Türk’tü ama kalbiyle Kürtlerin politik mücadelesinden yanaydı…"
108,RasimOzan_K,"Birbirinin içine girmiş ve eş anlamlı sayılabilecek bir ideoloji elbette Türk milliyetçiliği ve Atatürkçülük. Muhafazakarlık ve İslamcılık ile de şu an dördüz kardeş durumundalar. Bu dördüz kardeşlik olayını anlamadan, bugünkü MİT ve TSK olgusunu bilmeden söylenen tüm sözler boş. https://t.co/bfl7gbFTx1"
109,RasimOzan_K,Sen esas Devlet Bahçeli’nin konuşmasını dinle :) Mahir Ünal’a balans ayarı yapıyor Devlet Bey ve mevcut müesses nizamda gerçek patronun kim olduğunu gösteriyor… Cumhur İttifakı’nda ideolojik patron Türk milliyetçiliğidir sonrasında da muhafazakarlık ve Atatürkçülük eşit ikinci.. https://t.co/a682AJn919
110,RasimOzan_K,"Nereye yürüyeyim be oğlum? At izi it izine karışmış… Bizim köpeğimiz olan, 15 Temmuz sonrası kritik virajlarda kullanışlı aparatımız Yarbay Salim gibi   tipleri muhalefet tabanının yüzde 95’i “muhalif” sanıyor, DEVLET her yere egemen..Sizler bu siyasal tiyatronun dışında kalın.. https://t.co/3Px96yrJWn"
111,RasimOzan_K,Hahaha… Alayı salak onların Mustafa’m… https://t.co/F13uEvv6KD
112,RasimOzan_K,"Tenkitlerine saygılıyım.. Son 5 senelik gelişmelerde benim hiç katkım yok. Son 5 sene için ben siyasette yokum. Ama ondan önceki 9 senelik süreçte (2008-2017) ben kavganın göbeğinde, ihtilalin merkezindeyim.Önce militarizmi sonra Gülenizmi Tayyip Bey’in önderliğinde biz devirdik https://t.co/tuhqMeKqX2"
113,RasimOzan_K,Tenkitlerini dikkate alacağım kardeşim https://t.co/6JXFanNreH
114,RasimOzan_K,Adalet istiyoruz… Yabancı hakem istiyoruz… https://t.co/eD58X1WhCd
115,RasimOzan_K,"Bizim bu topraklardan sildiğimiz FETÖ…Askeri vesayeti bizler çökerttikten sonra o vesayetin yerine oturmak isteyen Gülenistlere FETÖ adını biz taktık, onların inlerine girip biz tarümar ettik FETÖ’yü. Atatürkçüleri de o süreçte emrimiz altına aldık, seferberlik görev emri yazdık https://t.co/e7sY0VOQ9z"
116,RasimOzan_K,Hahaha https://t.co/E5JCafT4Ea
117,RasimOzan_K,Atatürkçülük halen resmi ideoloji olan 4 siyasal ideolojiden birisi. Muhafazakarlık ve İslamcılık ile ortak olmayı istemeyebilir ama sonuçta koşullar Türk sağının dört ideolojisini Devlette yan yana getirdi. Milliyetçilik-Atatürkçülük-Muhafazakarlık-İslamcılık. Temel hakikat bu… https://t.co/9isOR4x5EG
118,RasimOzan_K,Sosyalistleri bile sayma :) https://t.co/YvNjpo4uoe
119,RasimOzan_K,"Teşbih bu.. Sen bir Müslüman akademisyen olarak anti-geleneksel yenilikçi teoloji üretiyorsun. Bunun literatürdeki adı sen reddetsen de İslam modernizmi. Atatürkçülük de din gibi bir olgu. Atatürkçülüğün de o bağlamda Caner Taslaman’ları var. Akademisyen Berk Esen, İlker Ayrık vs https://t.co/maTb7z5X7m"
120,RasimOzan_K,Hahaha… Güzel özet olmuş… https://t.co/xZVZ0ZsVQb
121,RasimOzan_K,"28 Şubatçı generallerin içeride yatmasına karşıyım, hepsi yaşlı ve hasta. Hepsi tahliye olmalı… Üstelik yargısal süreçlerinde usül hataları var. Bu konuda en çok çabayı da Nagehan gösterdi. O generallerin yakınları Nagehan ile konuştular… Hepsi ağır hasta. Hapisten çıkmalılar.. https://t.co/Dupf7iRSkI"
122,RasimOzan_K,"Devran çoktan döndü ve tüm Atatürkçüler çoktan Tayyip Erdoğan’ın kontrolüne girdi… Geçti o iş… Ergenekoncuları-Balyozcuları hapisten bizler çıkardık…Yarbay Salim Şen gibiler de rejimin emrine girdi. Kendinizi kandırmayın… Tüm o isimler muhalefet değil, sistemin unsurları… https://t.co/jtptM1UWw0"
123,RasimOzan_K,Bu doğru analiz şüphesiz.. Son tahlilde politik ideoloji işi belirliyor. Mesela Yarbay Salim Şen de kendi iç dünyasında “muhalif” olabilir ama netice olarak zihinsel olarak şu an tamamen DEVLET’in emrinde bir eski Yarbay. Dolaylı olarak Tayyip Erdoğan’ın hizmetinde Yarbay Salim… https://t.co/107n3l91ER
124,RasimOzan_K,Ama bu dosya en nihayet açılacak https://t.co/TXPWxu6J08
125,RasimOzan_K,"Ertem Şener, Ali Palabıyık dosyasını açmama izin vermiyor. Ertem’i kınıyorum #beyazfutbol"
126,RasimOzan_K,"Ali Palabıyık’ın dosyası elimde…
Ali Palabıyık düdüğünü A-SA-ÇAK"
127,RasimOzan_K,Sen o düdüğünü asacaksın Ali Palabıyık…  O düdüğü ister seve seve asacaksın ister s… s… asacaksın Ali Palabıyık…                                            Eğer bu ülkede Galatasaray diye bir kulüp varsa o düdük asılacak… Gerekirse Galatasaray ligden çekilmeyi bile düşünmeli
128,RasimOzan_K,90’larda da Yaşar Nuri’yi Türk burjuvazisi benzer sebepten çok severdi. Çünkü İslam dini içinde kalarak modernist olunabileceğinin teolojisini yapardı Yaşar Nuri. Yaycıoğlu bir tip neo-Atatürkçülük teolojisi yaparak Oksijen’in dar kitlesi olan üst düzey burjuvaziyi rahatlatıyor. https://t.co/k6kytm4cde
129,RasimOzan_K,"Literatürde gördüğüm en medeni, en çağdaş, en sivil demokrat olmaya çalışan Atatürkçü yazar Ali Yaycıoğlu… Stanford’da tarihçi, Oksijen yazarı. Atatürkçü mümin kalarak uygar ve özgürlükçü olunabileceğini gösterme gayretinden ötürü için Türk burjuvazisi çok seviyor Yaycıoğlu’nu. https://t.co/lKa5bVli0d"
130,RasimOzan_K,"Modernist İslam teolojisi yorumları yapan Caner Taslaman tarzı tevilci ilahiyatçılar gibi nevzuhur Neo-Atatürkçülük üretilebilir elbette ama yaşanan fiili bir durum var, reel Atatürkçülük diye bir olgu var. Atatürk’ü sevmek size yetmiyor mu? İlla ideoloji mi uydurmak gerekiyor? https://t.co/lKa5bV38M5"
131,RasimOzan_K,Ya geçmiş gitmiş konu be kardeşim. Zaten olan olmuş. Geofreyy Lewis’in kitabında yazdığı gibi o konuda katastrofik bir başarı var. Geriye dönmenin alemi yok. Mesele artık bugün Atatürkçülük ile İslamcılık olgusunun yapışık ikiz kardeş hale geldiği gerçeğini hazmedip hazmetmemek.. https://t.co/rqSR5tmRDa
132,RasimOzan_K,"Salaksın be evladım, o kadar mı kolay bu değişim? Muhtemelen Atatürkçüsün ve DEVLET’in güttüğü “muhalif”lerden birisin. Yoksa bu kadar eblehçe sözler yazmazdın. 12 Eylül rejimi, Atatürk dönemi, Sultan Hamid devri bile şu anki DEVLET’in ve siyasal rejimin yanında çok çok güçsüzdü. https://t.co/cbiZZD3Upv"
133,RasimOzan_K,"Mahir Ünal, kültür devrimi boyutuna itiraz etti… Dedemin babaanneme yazdığı mektubu anlayamıyorum, 1928 öncesinin gazetelerini bile okuyamıyoruz diyor. Bırakın da bari bunu söyleme hakları olsun :) Siyasal açıdan Atatürkçülük ile Muhafazarlık, İslamcılık ile Türkçülük yekvücut.. https://t.co/4M6xhPRqPm"
134,RasimOzan_K,"Uğur kardeşim sen Kılıçdaroğlu’nu sevmiyorsun. Çünkü Kılıçdaroğlu gerçek siyasi görüşü itibariyle Atatürkçü değil, ulusalcı değil, Türk milliyetçisi değil. Dersimli Kemal’i zaten Dersimli diye sevmiyorsunuz siz Atatürkçüler :) Kılıçdaroğlu ile Atatürkçülerin yıldızı barışamıyor.. https://t.co/hmTgUfnpEN"
135,RasimOzan_K,"Çelebi ve Feyzioğlu dürüst davrandı, diğerleri “muhalif” görünerek hatta numaradan Erdoğan’a daha da ağır laflar ederek mevcut DEVLET düzenine hizmet etmeye devam edecekler. Görevleri bu… Ersan Şen, Orhan Bursalı, Fazıl Say, Gökhan Özoğuz, Şahan Gökbakar vs bilumum Atatürkçüler. https://t.co/3ou2UOlUau"
136,RasimOzan_K,"Eğer gerçekten Türkiye’deki mevcut siyasal rejimin muhalifi olmak istiyorsan Atatürkçülük ideolojisiyle vedalaşmak zorundasın… Atatürkçülük de İslam gibi bir din. Kopmak sizler açısından kolay değil, travmatik bir süreç biliyorum ama Atatürkçü oldukça DEVLET sizleri yönetiyor… https://t.co/NcUoMAI4a2"
137,RasimOzan_K,"Söylediklerimi yutmadım, onlar her zaman geçerli olacak ve belki 100 sene sonra Türkiye özgürlükçü-demokratik ülke olacak.. Ama teşhisler bağlamında bizim ebleh liberaller gibi kendimi kandıramam, mesuliyetten kaçmak bana onursuzluk gibi geliyor. Maalesef sorumluktan kaçan kaçana https://t.co/bzcsE59u8B"
